cloudiness,rain,temp_max,wind_speed,visibility,humidity,OLS,is_outlier,DATE
81.04166667,0.25,68.11,7.576666667,10000.0,72.20833333,2.764741678440977,False,327
30.54166667,0.25,68.05,10.88333333,10000.0,72.75,2.219226030470335,False,328
74.2,1.25,64.09,14.2472,9714.96,72.84,2.057543520761665,False,329
36.25,0.25,59.02,11.75041667,10000.0,59.08333333,2.4872468993562764,False,330
49.79166667,0.25,64.11,9.495,10000.0,56.20833333,2.4932314713437576,False,331
64.66666667,0.0,69.1,6.716666667,10000.0,65.04166667,2.548147136091824,False,332
96.05263158,38.21,69.78,14.38552632,4392.157895,89.71052632,4.372062501393311,False,333
88.7037037,9.32,73.38,7.921851852,6356.074074,91.77777778,3.1162160629991,False,334
100.0,5.54,67.08,8.76625,9837.208333,87.91666667,3.424879645080225,False,335
33.75,1.0,73.11,6.987083333,9904.291667,72.79166667,1.9186844833133432,False,336
27.91666667,0.5,73.11,9.28,10000.0,57.29166667,1.837234443000861,False,337
34.16666667,0.25,72.1,5.80375,10000.0,53.58333333,2.6980340626751445,False,338
28.79166667,0.0,69.1,7.144583333,10000.0,57.75,2.2165408403721636,False,339
18.66666667,0.5,73.06,10.87875,10000.0,70.16666667,2.2443199990703575,False,340
95.11538462,4.0,79.02,13.45769231,9972.48,83.38461538,2.567705864520036,False,341
84.0,6.48,80.58,10.9216,9788.72,85.76,2.2150145408068576,False,342
51.73076923,19.67,73.02,19.64961538,9393.12,51.96153846,4.137921160579875,False,343
4.166666667,0.0,66.11,5.563333333,10000.0,52.45833333,3.1452545719903227,False,344
8.666666667,0.25,69.03,10.47791667,10000.0,70.58333333,2.9429980258773063,False,345
68.75,0.88,62.11,11.89375,10000.0,69.29166667,2.1425165923178042,False,346
64.16666667,0.49,73.02,13.50166667,10000.0,60.58333333,2.1210377448672264,False,347
98.14814815,3.51,68.02,13.64,9314.740741,76.51851852,2.309270169617765,False,348
72.79411765,36.07,64.38,12.25441176,5419.352941,85.85294118,3.820593523919456,False,349
3.333333333,0.5,70.11,9.863333333,10000.0,67.20833333,2.886626868696992,False,350
0.833333333,0.0,74.1,7.9475,10000.0,64.33333333,2.6014007979321963,False,351
16.875,0.25,67.03,11.5525,10000.0,64.41666667,2.467724485701708,False,352
48.29166667,0.25,70.11,12.15958333,10000.0,81.54166667,2.4716832768277586,False,353
96.6,0.5,67.05,12.888,7703.72,87.92,2.2563035605003665,False,354
88.45833333,2.65,72.05,7.8275,7144.130435,90.04166667,2.8042115142326387,False,355
91.6,0.68,75.06,9.1152,4629.84,90.76,4.762978089915529,False,356
89.18918919,38.84,71.06,13.46324324,7670.594595,92.59459459,2.659472355653897,False,357
16.53571429,1.25,66.2,11.07428571,9788.72,80.10714286,3.561361946643875,False,358
53.45833333,0.0,60.03,8.84,10000.0,69.66666667,2.3251459033262605,False,359
49.29166667,0.0,67.01,7.030833333,10000.0,72.375,2.1860054308064996,False,360
15.45833333,0.0,60.1,10.46583333,10000.0,59.04166667,2.81511828564536,False,361
15.45833333,0.25,57.02,9.946666667,10000.0,63.16666667,3.039473386135331,False,362
2.5,0.0,68.11,5.614166667,10000.0,58.91666667,2.9138814103345267,False,363
34.5,0.0,74.1,5.592083333,10000.0,66.95833333,1.9779624379112903,False,364
