temp_max,humidity,visibility,cloudiness,wind_speed,rain,OLS,date
87.03,86.38461538,5981.846154,77.5,14.16538462,1.0,4.255943332923272,5/8/2023
83.01,85.21428571,6625.928571,86.78571429,19.6875,8.98,4.219109851791629,2/22/2023
86.05,88.86206897,5874.206897,63.96551724,14.00896552,23.19,4.217809128865232,5/7/2023
66.2,80.10714286,9788.72,16.53571429,11.07428571,1.25,4.188528748101419,12/25/2023
85.98,84.87878788,7891.6875,85.0,9.256969697,49.23,4.1798513893889,10/3/2023
64.98,95.0952381,6064.952381,91.66666667,12.41071429,44.57,4.14460718849066,11/13/2023
85.05,84.45833333,6001.25,84.16666667,10.38583333,0.0,4.141496405232011,2/23/2023
42.08,89.46666667,7375.666667,98.33333333,14.059,9.22,4.105043014633464,2/1/2023
67.08,87.91666667,9837.208333,100.0,8.76625,5.54,4.065250513918816,12/2/2023
81.05,83.2962963,8678.461538,87.51851852,10.66666667,46.13,4.0374609708993185,4/21/2023
66.06,45.5,10000.0,38.54166667,9.498333333,0.0,4.03026355434459,1/14/2023
58.08,52.84,9972.48,61.4,14.9616,1.0,4.007856565648271,3/18/2023
89.6,85.07142857,9351.571429,26.78571429,10.11607143,33.81,3.994636811318633,7/6/2023
60.78,92.58333333,8861.045455,100.0,9.45125,0.81,3.9706493357232326,11/11/2023
68.11,90.0,9350.478261,98.95833333,8.3175,3.61,3.8961321467839407,11/12/2023
75.09,84.38461538,9191.076923,100.0,19.78269231,2.76,3.890342011568859,10/30/2023
55.11,75.375,10000.0,65.0,16.69625,1.0,3.8742371620048086,1/25/2023
59.09,56.58333333,10000.0,44.79166667,6.049583333,0.0,3.873516482932978,1/27/2023
74.05,86.12121212,7259.5625,87.27272727,19.09606061,35.46,3.869884974047808,3/17/2023
66.11,52.45833333,10000.0,4.166666667,5.563333333,0.0,3.864732488950835,12/11/2023
73.38,91.77777778,6356.074074,88.7037037,7.921851852,9.32,3.8609431326707484,12/1/2023
66.11,71.04166667,10000.0,6.666666667,8.2725,0.0,3.840977415920113,2/4/2023
84.18,81.75,6604.26087,79.58333333,8.308333333,0.4,3.8078253435454,3/6/2023
101.05,46.45833333,10000.0,16.66666667,9.545833333,0.0,3.8069360697808112,8/30/2023
58.08,53.75,10000.0,16.04166667,10.90625,0.0,3.8061499300307853,2/18/2023
100.02,46.75,10000.0,15.83333333,6.7275,0.0,3.7928778592344443,8/31/2023
59.11,69.66666667,10000.0,18.125,8.700416667,0.0,3.7727616782209554,1/26/2023
57.02,63.16666667,10000.0,15.45833333,9.946666667,0.25,3.771567808826257,12/29/2023
72.05,87.25,10000.0,94.375,10.07083333,5.31,3.738552985793983,11/14/2023
68.09,88.72,6319.708333,100.0,13.2824,2.22,3.7378344542972712,1/30/2023
86.99,90.29411765,8878.787879,90.55882353,11.04176471,37.19,3.7351809139918823,10/4/2023
80.06,84.08,6517.6,85.2,9.3648,0.5,3.7346266769652106,1/17/2023
78.1,86.0,6607.970588,95.29411765,18.10352941,14.09,3.7231897566693712,1/2/2023
74.08,47.66666667,10000.0,28.79166667,7.06125,0.0,3.7230035220302953,1/4/2023
62.11,70.92,9970.086957,89.32,17.1648,4.18,3.7225122817503586,10/31/2023
62.58,56.75,10000.0,10.83333333,11.84291667,0.0,3.7098317027808094,11/1/2023
84.09,86.73076923,6772.333333,90.73076923,16.21269231,2.36,3.691978018569061,3/24/2023
69.03,70.58333333,10000.0,8.666666667,10.47791667,0.25,3.6752782286707264,12/12/2023
88.0,52.0,9985.043478,26.25,15.1325,2.05,3.674913411262091,4/16/2023
68.11,58.91666667,10000.0,2.5,5.614166667,0.0,3.6728747065884852,12/30/2023
87.12,78.5,10000.0,12.91666667,11.65375,12.19,3.6644796830220856,10/6/2023
56.05,80.36,9190.92,99.0,12.8948,18.47,3.6507944001549504,1/21/2023
74.1,50.875,10000.0,21.45833333,5.162916667,0.0,3.640913266823266,1/5/2023
55.06,67.95833333,10000.0,75.20833333,15.28291667,0.0,3.6366101912069873,2/11/2023
70.11,67.20833333,10000.0,3.333333333,9.863333333,0.5,3.6339627716833154,12/17/2023
77.05,68.91666667,10000.0,69.79166667,18.795,0.5,3.630566774913587,11/21/2023
71.11,71.41666667,9985.666667,8.958333333,10.32125,0.0,3.6136914494896266,1/9/2023
72.05,90.04166667,7144.130435,88.45833333,7.8275,2.65,3.6065075327011575,12/22/2023
60.1,59.04166667,10000.0,15.45833333,10.46583333,0.0,3.6006594621595633,12/28/2023
74.08,77.25,9200.458333,98.95833333,18.31625,0.14,3.5899481460516034,3/21/2023
81.1,47.125,10000.0,7.5,8.620833333,0.0,3.5700954344398124,4/17/2023
83.03,86.20689655,6583.758621,91.55172414,16.25344828,25.56,3.5619390935289674,4/5/2023
73.11,90.84615385,6540.884615,95.19230769,11.06653846,4.58,3.552266152245433,4/8/2023
71.06,92.59459459,7670.594595,89.18918919,13.46324324,38.84,3.549356787141481,12/24/2023
93.02,81.92307692,10000.0,20.57692308,7.056538462,18.01,3.5487863388984633,9/16/2023
68.11,72.20833333,10000.0,81.04166667,7.576666667,0.25,3.545566843997901,11/24/2023
93.06,77.91666667,10000.0,14.95833333,3.349166667,1.26,3.5357735375303823,6/7/2023
101.05,51.125,10000.0,19.79166667,5.775416667,0.0,3.523758424587293,9/1/2023
72.1,53.58333333,10000.0,34.16666667,5.80375,0.25,3.5113284215173364,12/5/2023
75.09,83.56,7746.791667,50.92,6.334,0.75,3.509833865922071,11/19/2023
94.05,80.56,10000.0,42.8,5.4856,23.58,3.5052215929880606,9/26/2023
98.06,51.66666667,10000.0,40.41666667,9.6875,0.25,3.5016490613238744,9/10/2023
69.06,51.58333333,10000.0,38.54166667,13.23708333,0.0,3.499818922079511,3/14/2023
98.06,49.25,10000.0,11.04166667,6.895833333,0.0,3.4905800055904006,9/11/2023
69.78,87.62962963,8591.111111,90.37037037,7.486296296,2.5,3.4791181498250925,11/16/2023
70.11,50.45833333,10000.0,20.20833333,8.102916667,0.0,3.4770910225712353,11/2/2023
76.01,85.06896552,7051.275862,86.72413793,17.02206897,6.42,3.4752947035141744,3/16/2023
79.05,76.53846154,9714.96,81.15384615,17.00461538,22.73,3.474667479821673,4/29/2023
75.09,78.59259259,7995.148148,100.0,17.96666667,3.23,3.4608603926830255,2/16/2023
104.02,54.70833333,10000.0,40.0,7.892916667,0.3,3.459357404479677,8/25/2023
84.06,82.6,7140.52,82.2,8.2112,0.5,3.4519349365520164,2/25/2023
71.11,59.5,10000.0,16.45833333,13.715,0.25,3.4461888780971757,10/16/2023
77.11,52.0,10000.0,39.375,8.871666667,9.38,3.4393300547103802,10/8/2023
86.09,55.04166667,10000.0,55.625,14.09916667,1.13,3.433158728614433,10/14/2023
75.11,80.41666667,10000.0,53.125,15.56666667,0.0,3.4202336179486186,2/6/2023
78.1,86.0,6513.740741,84.62962963,13.99740741,10.66,3.4187472085280057,1/18/2023
74.1,64.33333333,10000.0,0.833333333,7.9475,0.0,3.4175583071274698,12/18/2023
61.02,58.04166667,10000.0,23.54166667,10.71375,0.0,3.417020694760751,1/23/2023
59.09,57.41666667,10000.0,48.125,11.50625,0.0,3.4131710514372,3/20/2023
76.08,68.29166667,10000.0,52.91666667,17.62208333,1.35,3.400967088123911,1/12/2023
69.1,65.04166667,10000.0,64.66666667,6.716666667,0.0,3.394122022052954,11/29/2023
91.11,72.0,9907.0,68.54166667,4.94,0.0,3.3844384396340423,5/23/2023
74.05,56.75,10000.0,28.95833333,14.92833333,0.5,3.3836775705009683,10/15/2023
87.98,71.75,9985.666667,78.54166667,6.798333333,0.25,3.3794580094618754,5/22/2023
64.11,56.20833333,10000.0,49.79166667,9.495,0.25,3.372321232799161,11/28/2023
79.02,83.38461538,9972.48,95.11538462,13.45769231,4.0,3.3720110717834046,12/8/2023
59.02,59.08333333,10000.0,36.25,11.75041667,0.25,3.36886958300875,11/27/2023
82.11,70.45833333,9814.0,2.5,8.372916667,0.0,3.3629660750859283,3/5/2023
85.1,85.52,7431.652174,89.0,8.6112,0.0,3.3443465091692777,3/7/2023
77.11,58.08333333,10000.0,3.333333333,5.424583333,0.0,3.343953563666076,10/17/2023
73.02,51.66666667,10000.0,16.45833333,8.129583333,0.0,3.3368601902521933,1/19/2023
67.03,64.41666667,10000.0,16.875,11.5525,0.25,3.3339449189355963,12/19/2023
109.09,56.625,10000.0,6.958333333,9.255416667,0.0,3.3304506016148574,8/27/2023
78.12,86.38461538,7480.842105,78.65384615,12.28653846,37.32,3.3288427904591726,2/15/2023
77.0,76.58333333,9861.291667,95.83333333,14.75833333,1.44,3.327701263931901,1/16/2023
93.09,84.88461538,8788.416667,57.15384615,9.865769231,33.87,3.324336264282997,9/15/2023
70.11,81.54166667,10000.0,48.29166667,12.15958333,0.25,3.321211578965817,12/20/2023
76.1,81.125,9755.833333,97.5,14.25583333,0.73,3.3207439348142054,2/7/2023
89.06,68.80769231,7733.64,60.23076923,9.074230769,1.25,3.316712589689184,4/1/2023
81.09,80.25,10000.0,24.16666667,8.706666667,0.36,3.3141319431521086,11/4/2023
95.05,63.58333333,10000.0,65.75,8.318333333,8.62,3.3074631271290964,9/13/2023
83.1,82.54166667,8276.521739,94.33333333,17.02541667,0.0,3.291707446723574,4/4/2023
73.06,65.20833333,9985.666667,60.625,16.82833333,0.0,3.2867457484625615,3/13/2023
86.11,56.08333333,10000.0,38.54166667,5.94625,6.09,3.273511733447597,10/9/2023
80.02,82.8,9545.0,56.2,5.186,1.25,3.2714777662057513,11/17/2023
84.11,88.65625,8470.40625,91.40625,15.4275,29.1,3.2700070363030753,10/26/2023
108.05,58.91666667,10000.0,40.33333333,7.965416667,0.0,3.2695815031605386,8/24/2023
85.08,65.20833333,8501.0,73.95833333,9.762916667,1.41,3.265167937396705,4/2/2023
87.06,76.20833333,10000.0,59.375,16.7825,0.0,3.2629718923757602,10/24/2023
92.05,81.43333333,8315.689655,78.3,7.991333333,25.9,3.2505543713137532,9/14/2023
84.09,81.875,8726.086957,88.79166667,17.26375,0.67,3.2475104681275755,3/22/2023
97.11,70.125,9660.125,62.5,16.25125,1.59,3.2445475624091187,8/22/2023
74.08,73.95833333,10000.0,86.25,15.35291667,0.0,3.2409135791890336,1/15/2023
75.11,79.33333333,10000.0,30.625,9.709583333,2.25,3.239899141439363,11/15/2023
60.03,69.66666667,10000.0,53.45833333,8.84,0.0,3.23946488539523,12/26/2023
87.12,74.125,10000.0,7.958333333,7.955833333,0.0,3.23495428161313,4/28/2023
59.11,65.0,10000.0,39.79166667,10.45208333,0.5,3.2315888223332223,11/22/2023
80.98,70.20833333,10000.0,87.70833333,12.03916667,2.32,3.224391299781036,4/25/2023
68.02,76.51851852,9314.740741,98.14814815,13.64,3.51,3.218952272391403,12/15/2023
66.18,90.37931034,8391.103448,97.4137931,14.91931034,10.59,3.217284126084617,4/6/2023
79.09,87.17857143,7927.321429,91.25,17.45571429,19.38,3.208556773638078,2/8/2023
67.05,87.92,7703.72,96.6,12.888,0.5,3.2053053995082585,12/21/2023
77.05,82.125,9918.625,72.70833333,7.62375,5.33,3.193142654509468,4/9/2023
86.11,81.08333333,7607.409091,84.375,14.85416667,0.0,3.190674430651635,3/23/2023
71.58,80.58333333,10000.0,79.58333333,9.925416667,0.1,3.1901623090304807,4/10/2023
96.04,57.45833333,10000.0,30.83333333,4.878333333,0.0,3.1861679684046247,9/18/2023
67.1,68.625,10000.0,30.41666667,6.668333333,0.0,3.1827327035629396,2/12/2023
77.02,71.33333333,10000.0,87.5,12.52666667,0.41,3.17141696023864,4/24/2023
91.11,82.5,7907.5,80.84615385,10.89615385,30.0,3.166603225086894,4/15/2023
76.1,70.24,9986.24,69.48,14.18,20.25,3.166464306731776,3/28/2023
69.1,57.75,10000.0,28.79166667,7.144583333,0.0,3.1661601077278396,12/6/2023
104.99,70.54166667,9985.043478,28.08333333,13.52208333,0.0,3.1653794477205937,8/10/2023
87.06,79.66666667,7368.541667,63.95833333,11.17291667,0.0,3.163825220685402,3/9/2023
73.06,70.16666667,10000.0,18.66666667,10.87875,0.5,3.157476278769416,12/7/2023
62.58,76.48,9092.0,45.2,10.9452,0.5,3.156734856787942,1/22/2023
68.05,72.75,10000.0,30.54166667,10.88333333,0.25,3.1463569864844505,11/25/2023
100.11,71.46153846,10000.0,27.5,10.44615385,23.22,3.1452962197634124,6/22/2023
83.05,57.58333333,10000.0,1.666666667,6.747916667,0.0,3.143622200583527,3/4/2023
101.1,74.83333333,9861.291667,63.75,14.93125,0.0,3.1303960825201846,6/15/2023
67.01,72.375,10000.0,49.29166667,7.030833333,0.0,3.1269949193854782,12/27/2023
90.1,81.73076923,9830.0,55.26923077,5.323846154,4.86,3.120969107854258,6/6/2023
62.11,69.29166667,10000.0,68.75,11.89375,0.88,3.118836823762716,12/13/2023
80.58,85.76,9788.72,84.0,10.9216,6.48,3.115230345878463,12/9/2023
101.08,68.125,10000.0,55.83333333,5.844166667,0.25,3.114506733101352,7/29/2023
73.02,60.58333333,10000.0,64.16666667,13.50166667,0.49,3.110850068766997,12/14/2023
91.38,86.96153846,9240.434783,54.0,7.223846154,16.27,3.100273457980168,7/7/2023
61.02,80.625,8448.541667,70.83333333,11.87,0.25,3.0802798230423436,2/3/2023
85.1,75.91666667,9779.916667,88.125,10.46916667,1.21,3.079213605963226,5/4/2023
88.05,85.2,9816.24,83.2,11.0924,2.56,3.075846133239771,10/27/2023
87.1,78.41666667,10000.0,27.79166667,11.48125,0.25,3.074030623783495,11/7/2023
81.05,74.125,9980.888889,28.04166667,4.984166667,1.11,3.0713936173904965,4/13/2023
89.06,80.375,9588.458333,61.66666667,15.82083333,2.32,3.069923550534434,10/25/2023
88.05,60.54166667,10000.0,0.833333333,9.162083333,0.0,3.0664843257337293,4/30/2023
80.1,81.54166667,8994.375,95.625,15.15041667,0.12,3.0625856934327556,3/30/2023
100.98,69.0,10000.0,43.16666667,4.46125,3.4,3.062496909013117,7/24/2023
64.09,72.84,9714.96,74.2,14.2472,1.25,3.0599162044060733,11/26/2023
83.01,81.41666667,9985.043478,79.125,14.12125,0.0,3.059828928208204,2/21/2023
74.08,74.70833333,10000.0,27.91666667,7.865833333,0.75,3.0539747751452095,2/9/2023
86.02,82.04166667,8980.913043,83.04166667,16.09708333,0.25,3.053650068339003,3/31/2023
84.11,84.14814815,9448.64,89.44444444,13.68555556,15.99,3.0533081953241115,5/13/2023
80.1,86.95833333,7720.625,86.66666667,14.05083333,0.18,3.050031258210738,3/2/2023
80.11,81.70833333,7663.208333,92.08333333,15.15041667,4.39,3.0495429411311883,4/20/2023
80.98,60.79166667,10000.0,40.41666667,14.97041667,0.0,3.047904430856893,4/22/2023
75.92,87.38235294,7897.764706,94.85294118,14.18558824,27.23,3.033283501830779,1/29/2023
97.05,72.41666667,10000.0,22.33333333,3.927083333,0.25,3.0224025463506234,6/9/2023
80.11,85.79166667,7646.391304,91.08333333,11.89375,0.27,3.013642898374869,2/20/2023
87.1,75.70833333,10000.0,75.41666667,7.94125,0.67,3.0111634501598634,5/21/2023
72.05,82.6,8574.933333,98.33333333,15.61533333,8.23,3.006693413462879,1/28/2023
83.1,81.08,7857.68,69.6,14.4556,0.5,2.9994490868919503,2/26/2023
88.11,78.66666667,9150.782609,92.66666667,12.26916667,0.0,2.998492855717181,4/3/2023
102.11,74.125,10000.0,58.91666667,13.97166667,0.0,2.998115921390009,6/18/2023
91.06,80.5,9320.333333,71.45833333,15.68208333,1.34,2.99598710099917,5/12/2023
74.1,66.95833333,10000.0,34.5,5.592083333,0.0,2.9885422395704064,12/31/2023
86.09,82.125,8539.625,73.125,15.53958333,0.0,2.972688163965841,3/1/2023
81.05,78.92592593,8872.037037,79.62962963,16.75296296,5.41,2.972559165761374,2/14/2023
73.11,59.5,9751.25,32.08333333,12.63833333,0.16,2.96933532860217,3/15/2023
94.1,80.83333333,8031.833333,79.58333333,11.46,0.2,2.9562781935651263,5/5/2023
76.1,78.0,10000.0,70.625,8.540416667,1.25,2.95253331844801,11/18/2023
85.05,69.0,9330.0,78.54166667,14.12916667,0.0,2.9514388967410996,2/27/2023
73.11,72.79166667,9904.291667,33.75,6.987083333,1.0,2.941198756974138,12/3/2023
87.1,66.0,8541.043478,40.79166667,7.502916667,0.25,2.9410331276716644,3/25/2023
83.1,81.08333333,10000.0,68.33333333,8.152083333,3.0,2.938313755328344,10/12/2023
95.11,71.16666667,10000.0,14.04166667,10.73666667,0.0,2.9366641333108907,9/30/2023
106.02,61.25,9838.045455,18.20833333,7.085,0.0,2.9333323746015805,8/17/2023
82.04,80.25,9688.791667,60.41666667,14.70958333,0.25,2.9277267872201036,1/11/2023
73.11,57.29166667,10000.0,27.91666667,9.28,0.5,2.925600079290073,12/4/2023
96.03,74.45833333,10000.0,19.16666667,9.427916667,12.0,2.925336468744279,7/4/2023
91.06,62.5,10000.0,39.58333333,5.219583333,0.0,2.92265872203287,5/27/2023
99.03,61.0,10000.0,39.79166667,6.505416667,0.0,2.921844037539494,9/12/2023
95.11,56.20833333,10000.0,23.75,7.032083333,0.0,2.9191316140064165,9/19/2023
84.11,68.25,10000.0,10.0,7.999583333,0.0,2.9146863157928617,10/18/2023
99.05,59.16666667,10000.0,25.41666667,11.65291667,0.49,2.9106627414484465,8/29/2023
76.08,78.91666667,10000.0,66.45833333,8.879166667,0.0,2.892781337892654,2/5/2023
88.11,57.375,10000.0,10.83333333,7.12,0.0,2.888630538503525,5/1/2023
78.06,58.83333333,10000.0,37.08333333,7.192083333,0.0,2.8874249077330405,11/3/2023
94.01,56.91666667,10000.0,30.04166667,7.24875,0.0,2.8831029714062444,10/21/2023
86.11,75.125,8419.791667,58.54166667,14.5275,0.0,2.878884574346829,4/19/2023
78.1,72.29166667,10000.0,70.875,8.585,0.56,2.8736654746488277,4/11/2023
82.38,62.16666667,10000.0,33.08333333,12.70333333,12.45,2.867319396379597,10/7/2023
93.15,69.15384615,9816.24,65.23076923,8.825384615,10.46,2.8659820777283698,6/4/2023
94.01,62.75,10000.0,6.666666667,6.199166667,0.0,2.8624722983508684,10/20/2023
86.02,70.16666667,8628.681818,68.66666667,8.6625,0.0,2.860419548504369,2/28/2023
90.1,84.125,9065.869565,83.95833333,13.08833333,1.06,2.840619104170637,5/11/2023
80.11,88.39285714,7841.888889,84.17857143,10.36107143,9.35,2.8384071424741877,11/20/2023
91.09,80.91666667,10000.0,37.91666667,9.59,1.6,2.836688319070393,10/13/2023
98.11,71.29166667,10000.0,13.75,9.415,0.68,2.8327926717130194,9/23/2023
86.11,79.125,10000.0,40.625,11.74666667,0.0,2.831015735162549,11/8/2023
90.1,65.29166667,10000.0,57.91666667,7.575,0.0,2.8260363708040814,5/28/2023
87.03,81.54166667,7921.708333,69.58333333,9.63875,0.41,2.824294188244943,3/8/2023
88.03,72.5,10000.0,63.54166667,7.382083333,6.98,2.8225751573507973,5/29/2023
103.1,70.70833333,9985.043478,34.16666667,12.52,0.0,2.820480369351865,8/9/2023
82.38,78.16666667,9344.333333,60.20833333,15.01,0.0,2.8166580235668714,3/12/2023
78.08,83.92,8533.0,77.8,9.07,0.5,2.8161592105377573,1/10/2023
108.1,66.54166667,10000.0,16.70833333,7.977916667,0.0,2.8154660541736125,8/20/2023
105.12,64.75,10000.0,36.33333333,6.791666667,0.0,2.809887236328903,7/31/2023
77.02,72.95833333,9918.625,53.75,6.746666667,0.0,2.8097582600931634,2/19/2023
103.05,64.33333333,10000.0,41.41666667,7.997916667,6.33,2.807171442578259,7/23/2023
89.06,74.6,10000.0,27.24,6.1268,5.57,2.798185097271668,6/5/2023
88.14,82.5,9861.291667,51.875,11.17416667,0.0,2.797686155232891,10/28/2023
81.05,83.0,7884.4375,67.69230769,11.435,1.37,2.7957514547811897,1/1/2023
100.11,73.5,10000.0,23.95833333,10.81625,0.0,2.792151580764826,9/24/2023
103.1,73.0,9885.173913,34.04166667,12.03875,0.0,2.7916526532751753,6/19/2023
104.02,70.33333333,10000.0,20.54166667,10.3875,0.0,2.7903095839232654,8/8/2023
76.01,70.91666667,10000.0,35.20833333,6.825416667,0.0,2.7892299910783396,2/13/2023
78.06,86.375,8369.5625,73.75,11.2221875,22.1,2.784941176577211,10/11/2023
105.98,63.58333333,10000.0,36.625,9.011666667,0.18,2.784412023544795,8/21/2023
95.14,79.26923077,10000.0,34.42307692,10.04923077,5.73,2.782726862096546,7/8/2023
98.98,71.66666667,10000.0,18.875,10.36208333,0.68,2.7785024042966775,9/22/2023
101.08,70.5,10000.0,17.0,9.88625,0.0,2.773753236599088,6/29/2023
106.05,66.04166667,10000.0,17.91666667,9.24375,2.34,2.773252159535125,9/8/2023
90.1,77.19230769,10000.0,49.53846154,6.568076923,8.17,2.7720168775576433,5/16/2023
104.0,62.0,10000.0,31.875,9.6625,2.24,2.770304987990284,8/28/2023
102.11,72.125,9759.863636,60.41666667,12.02125,0.0,2.769952509765397,6/20/2023
84.06,83.23076923,8254.153846,89.03846154,13.01269231,3.42,2.763817431013375,4/26/2023
87.98,76.33333333,9339.166667,82.70833333,11.38166667,0.0,2.7611222098861212,3/11/2023
101.1,72.5,9984.363636,60.0,8.534166667,0.14,2.7595702523209344,6/23/2023
95.02,72.96,10000.0,34.12,5.5192,7.17,2.7581299465998903,9/27/2023
69.06,66.83333333,10000.0,47.08333333,11.76041667,0.0,2.753560725526451,2/10/2023
105.06,65.25,10000.0,30.0,6.550833333,0.0,2.7498553734069695,8/26/2023
103.08,73.16666667,10000.0,56.29166667,11.76083333,0.0,2.747661599322152,7/13/2023
105.12,70.29166667,9814.0,20.875,9.292916667,0.0,2.7476596502970954,8/13/2023
83.01,80.58333333,8936.086957,54.79166667,7.109583333,0.4,2.7455678489303135,3/10/2023
101.08,74.29166667,10000.0,62.625,9.685833333,0.77,2.7435000489358,7/11/2023
101.1,75.04166667,9900.130435,60.375,12.15666667,0.0,2.740026199170556,6/16/2023
94.1,74.0,9385.538462,57.88461538,8.229230769,17.23,2.739889123803789,6/8/2023
104.02,63.875,10000.0,35.41666667,7.442083333,0.0,2.7394411748620504,8/2/2023
104.11,66.91666667,10000.0,15.45833333,6.9975,0.0,2.736079049498477,8/19/2023
104.11,69.58333333,9797.619048,18.08333333,8.13,0.0,2.7334607398205066,7/16/2023
96.12,67.29166667,10000.0,23.41666667,11.94458333,0.0,2.7257092572044455,10/1/2023
78.78,86.84615385,7816.384615,79.61538462,12.00576923,14.13,2.71646595136571,5/9/2023
90.05,81.41666667,10000.0,59.54166667,10.08291667,0.28,2.714111736847451,10/29/2023
102.11,68.20833333,10000.0,14.33333333,8.31125,0.32,2.711076810400115,8/3/2023
96.12,73.5,10000.0,24.20833333,6.322083333,0.34,2.706814342995264,9/28/2023
103.05,63.41666667,10000.0,28.70833333,6.975416667,0.0,2.70626287484929,8/1/2023
104.11,68.70833333,10000.0,21.20833333,9.974583333,0.0,2.7041687677627406,8/7/2023
103.1,71.25,9985.666667,27.29166667,10.88583333,0.0,2.703908978009887,7/15/2023
97.11,75.375,9918.625,61.875,12.77791667,0.0,2.6973649318199917,6/14/2023
89.02,77.91666667,10000.0,50.20833333,6.996666667,1.95,2.696672075928505,5/17/2023
102.02,72.08333333,10000.0,43.41666667,12.3325,1.03,2.6928544369822522,9/5/2023
83.14,80.08333333,9452.913043,69.875,8.516666667,0.0,2.6863827244242535,11/5/2023
89.02,82.84,9673.72,55.8,9.1568,2.45,2.6826909165745123,5/15/2023
76.05,70.16,9972.48,66.8,12.7884,2.27,2.6784329413539067,4/23/2023
93.06,66.95833333,10000.0,36.25,5.535833333,0.0,2.674112732672984,5/18/2023
104.11,66.625,10000.0,24.375,10.21833333,0.0,2.673980657826014,8/23/2023
103.1,68.79166667,10000.0,17.29166667,8.36,0.0,2.6732256554253944,7/1/2023
84.11,83.92307692,8740.076923,62.88461538,9.631538462,18.38,2.6669468694949026,11/9/2023
100.06,62.25,10000.0,29.16666667,7.220416667,0.29,2.662902995836982,9/2/2023
103.1,69.58333333,10000.0,20.375,9.377083333,0.0,2.6624338853643374,7/19/2023
80.06,73.24,9305.391304,30.68,8.598,6.14,2.658147482502168,4/12/2023
106.03,69.33333333,10000.0,23.75,8.137083333,0.0,2.6573358525290485,8/14/2023
101.05,69.875,10000.0,20.83333333,9.927916667,0.0,2.655823667833258,6/30/2023
100.09,74.33333333,10000.0,59.375,9.332083333,0.0,2.6535264487853487,6/17/2023
94.1,67.58333333,10000.0,24.58333333,11.73625,0.0,2.650201688656854,10/2/2023
104.11,69.5,10000.0,20.33333333,8.18,0.15,2.649520965316577,9/6/2023
82.11,69.08333333,10000.0,52.91666667,7.300416667,3.21,2.646925805602099,10/10/2023
105.12,70.20833333,9890.619048,42.41666667,10.69833333,0.0,2.6428614089324673,8/11/2023
79.05,78.54166667,9755.875,57.5,12.27666667,0.0,2.6394434113463854,4/14/2023
105.12,71.45833333,9720.952381,43.04166667,10.61958333,0.11,2.6381214461941016,8/12/2023
79.05,75.90625,8445.21875,79.53125,13.549375,5.83,2.637474851307644,1/3/2023
91.06,68.33333333,10000.0,60.83333333,8.930416667,1.69,2.6374317324603704,5/24/2023
102.09,74.04166667,10000.0,51.20833333,11.41958333,0.0,2.6371896671260595,7/12/2023
104.11,68.625,10000.0,21.20833333,8.847916667,0.15,2.6324008632236144,8/5/2023
97.11,72.0,10000.0,44.125,12.88666667,1.17,2.6320502369337344,6/11/2023
97.02,72.16666667,10000.0,26.75,10.95583333,0.83,2.6306760939036904,9/4/2023
